song_name,genre,lyrics,artist_name
পৌষের কাছাকছি রোদ মাখা সেই দিন,আধুনিক বাংলা গান,"পৌষের কাছাকছি রোদ মাখা সেই দিন
ফিরে আর আসবে কি কখনো
খুশী আর লজ্জার মাঝামাঝি সেই হাসি
তুমি আর হাসবে কি কখনো
অনুযোগ কার নাম না জেনে
অধরেতে কোন সাড়া না এনে
দেখা আর না দেখার কাছাকছি কোন রঙ
চোখে আর ভাসবে কি কখনো
কাব্য কি কথা সে ভাববো কি বিলাসে
মায়া জাল খুলবো কি তখনো
দু একটি পাখিদের সে কাকলী শুনবো কি তখনো
সে বাতাস বাঁশী কিগো বাজাবে
সে আবেশ মনে মনে সাজাবে
বোঝা আর না বোঝার কাছাকছি কোন গান
ভালো আর বাসবে কি কখনো",মান্না দে
ও তোর জীবনবীণা আপনি বাজে দুঃখ সুখের দুই তারে,আধুনিক বাংলা গান,"ও তোর জীবনবীণা আপনি বাজে দুঃখ সুখের দুই তারে,ভাঙাগড়ার নিত্য খেলা জীবন নদীর দুই পারে",প্রণব রায়
নদীর নামটি ময়ূরাক্ষী কাক কালো তার জল,আধুনিক বাংলা গান,"নদীর নামটি ময়ূরাক্ষী কাক কালো তার জল
কোন ডুবুরি সেই নদীটির পায়নি খুঁজে তল…
নদীর নামটি ময়ূরাক্ষী কাক কালো তার জল
কোন ডুবুরি সেই নদীটির পায়নি খুঁজে তল ।
তুমি যাবে কি ময়ূরাক্ষীতে
হাতে হাত রেখে জলে নাওয়া…
যে ভালোবাসার রং জ্বলে গেছে
সেই রংটুকু খুঁজে পাওয়া।
সখী কারে ভালোবাসা কারে কয়…
নদীর জলে ভালোবাসা খোজার কোন অর্থ কি হয়।
কণ্যা আমার কথা শোনো
নদীর প্রান্তরে বন জংগলে…ভালোবাসা নেই কোন ।
ভালোবাসা থাকে চোখের মাঝে
চোখে চোখে শুধু চাওয়া..
তাই চোখের জলে তোমার আমার
ভালোবাসা খুজেঁ পাওয়া।
সখী কারে ভালোবাসা কারে কয়…
নদীর জলে ভালোবাসা খোঁজার কোন অর্থ কি হয়।",এস আই টুটুল
আমি যাবো চলে,আধুনিক বাংলা গান,"আমি যাবো চলে
দূরে বহুদূরে
গান শুধু রবে
আমার স্মৃতি নিয়ে
বুকে কত জ্বালা ছিল যে আমায়
মনে কত কথা ছিল যে বলার
বুঝেও বুঝলেনা শুনেও শুনলে না
এই মনে কত ব্যথা
কত আশা ছিল বেঁচে থাকার
বেঁচে থাকা বুঝি হলো না আমার
মনে রেখো আমাকে সারাদিন সারাবেলা
ভুলে কভু যেও না","আইয়ুব বাচ্চু, এল আর বি"
আমার প্ৰেমময়ী রাধারে সুবল দেও আনিয়া,ফোক গান,আমার প্ৰেমময়ী রাধারে সুবল দেও আনিয়া। তুমি না আসিলে রাধা দিবে কে আনিয়া। যখন আছিলাম রে সুবল রাধা পাসরিয়া উচাটন করে। প্ৰাণে রাধার লাগিয়া।যখন চলিল রে সুবল রাধা আনিবারে মধুর মধুর রব শুনা যায় রাধারে বুঝাইতে।।হীন রাধারমণ বলে মনেতে ভাবিয়া সোনার অঙ্গ মলিন হইল রাধার লাগিয়া।।,রাধারমণ দত্ত
বলবো না গো আর কোনোদিন,ফোক গান,"বলবো না গো আর কোনোদিন,ভালবাসো তুমি মোরে
বলেছিলে গো ভালবাসি গো,আজ কেন গো এমনও হল।।এমনও হল এমনও হল।
ভালবাসাতে যদি হয় অপরাধ,তাই নিয়ে গো কেন প্রতিবাদ।।কেন প্রতিবাদ কেন প্রতিবাদ কেন প্রতিবাদ।
ভালবাসাতে যে পেয়েছি আঘাত,সেই অনল গদে জ্বলে বারমাস।।বাউলের অন্তরে বাউলের অন্তরে।",Unknown
"হৃদয়বেদনা বহিয়া, প্রভু, এসেছি তব দ্বারে",রবীন্দ্রসঙ্গীত,"হৃদয়বেদনা বহিয়া, প্রভু, এসেছি তব দ্বারে।
          তুমি অর্ন্তযামী হৃদয়স্বামী, সকলই জানিছ হে--
          যত দুঃখ লাজ দারিদ্র৻ সঙ্কট আর জানাইব কারে?।
          অপরাধ কত করেছি, নাথ, মোহপাশে প'ড়ে--
          তুমি ছাড়া, প্রভু, মার্জনা কেহ করিবে না সংসারে ॥
          সব বাসনা দিব বিসর্জন তোমার প্রেমপাথারে,
          সব বিরহ বিচ্ছেদ ভুলিব তব মিলন-অমৃতধারে।
আর    আপন ভাবনা পারি না ভাবিতে, তুমি লহো মোর ভার--
          পরিশ্রান্ত জনে, প্রভু, লয়ে যাও সংসারসাগরপারে ॥",রবীন্দ্রনাথ ঠাকুর
"গুইল মারা যায় গাতে মানুষ, গুইল মারা যায় গাতে",ফোক গান,"গুইল মারা যায় গাতে মানুষ, গুইল মারা যায় গাতে ॥অভাবেতে দেশ খাইয়াছে পয়সা নাই ভাই লোকের হাতে ॥এইবার দেইখাছি কত, ভিজা শিয়ালের দল যত দল বান্ধিয়া ঘুরে পথ মিল্যা বাপে পুতে।মোটা মোটা লাঠি গিয়া দেখ তারার হাতে।বাড়ি দিয়া মারে না গুইল জাবুরিইয়া গিয়া ধরে হাতে ॥গুইল যদি পরে বেড়ে, পুতে উঠ্যা কয় বাপেরে গুইল যদি আইজ ছুডে পরে কইলাম আচ্ছামতে।একটা গুইল ছুঁইট্যা গেল ওই না জঙ্গলাতে।বাপে পুতে কাইজ্যা লাইগ্যা বাপরে ধইর‍্যা পুতে জাতে ॥বুইড়া বাড়িত গিয়া পরে, বুড়ির লগে আলাপ করে রাখছে না আইজ মাইরা ফালইছেরে পুঙ্গির পুতে।বুড়ি বলে গেছলা কেরে তুমি পোলার সাথে তুমি যদি মইরা যাইতা করাবার চলত কার সাথে ॥টাকার লোভেতে পড়ে, গুইল মাইরা দেশ উজার করে ভাত যদি না থাকে ঘরে কি করবে তার জাতে। গুইলের চামড়া পাঁচ টাকা হুনছি না হাতেগুতে গুইলের চামড়া বিক্রি কইরা মিশি লাগায় বৌয়ের দাঁতে ॥রশিদ উদ্দিন বানছে গান, শুন হিন্দু মুসলমান ভারতের গিয়াছে সম্মান পইড়া অভাবেতে।গুইল হইল গিয়া দেশের সম্পদ বুঝাই কত মতে।ভদ্রলোকে গুইল মারে না গুইল মারে গোলামের জাতে ॥",রশিদ উদ্দিন
ঐ যমুনায় ঢেউ দিলে বিন্দু উঠে একই সাথে,ফোক গান,ঐ যমুনায় ঢেউ দিলে বিন্দু উঠে একই সাথে বিন্দুর সাথে শ্ৰীনন্দের নন্দন সখী রে ঢেউ বড় হইয়াছে কাল হারাইলাম নন্দলাল এখন আমি করি কি উপায় সখী রেবাজায় বাঁশি বইলে শ্যামরায় সখী রে ভাইবে রাধারমণ বলে ঢেউ দিও না জলে কসলী ভাসাইল রাধিকায়।।,রাধারমণ দত্ত
জিকির (প্রলয়ের শিঙায় ফুঁক দিয়ে),আধুনিক বাংলা গান,"প্রলয়ের শিঙায় ফুঁক দিয়ে ওঠে ইস্রাফিলে
চারিদিক থেকে কলবে কলবে রোল পড়ে যায়..
তলে তলে তল্লাটে তল্লাটে জিকির ওঠে॥
হায় হায় করে ওঠে তামাম জাহান,
নূরের ঝিলিক দেখে
কবর থেকে ওঠে দাঁড়িয়ে সকল ইনসান্…..
ইয়া রব ইয়া রব বলে ইয়া রব ইয়া রব বলে…
ইয়া রব ইয়া রব বলে….
তলে তলে তল্লাটে তল্লাটে জিকির ওঠে॥
কাতারে কাতার বান্দা হাজার, হেঁটে যায়,
পুল সিরাতের ওই পারে…
ইয়া রব ইয়া রব বলে ইয়া রব ইয়া রব..
ইয়া রব ইয়া রব বলে….
তলে তলে তল্লাটে তল্লাটে জিকির ওঠে॥",জেমস
যে কথা মনের কথা জানি না কেন,আধুনিক বাংলা গান,"যে কথা মনের কথা জানি না কেন
মুখে এসে থেমে গেলো বলা গেলো না
বলা হলো না
বরষার মেঘ হয়ে আসে ধীরে ধীরে
বিজলীর মতো চলে যায় বুক চিঁড়ে
উদাসী বাঁশীতে শুধু বেদনা
ভুলে যাওয়া পথ ধরে যারা যেতে চায়
ঘর থেকে তারা আরো দূরে চলে যায়
ফেরবার পথ আর পাওয়া যাবে না",কিশোর কুমার
যে ভালোবাসায় কেবলই কাঁদায় সোইতো আমার ভালো,আধুনিক বাংলা গান,"যে ভালোবাসায় কেবলই কাঁদায় সোইতো আমার ভালোপ্রিয় সেই তো আমার ভালো, তুমি ব্যথার আগুনে জ্বালাবে যতইআমি দেব তত আলো প্রিয় সেই তো আমার ভালোএই জীবনে যদি নাহি হয় পাওয়া কাঙালের মত কোন তবে চাওয়াতোমার আকাশে থাক মধুরাতি আমার আঁধার কালোসেই তো আমার ভালো প্রিয় সেই তো আমার ভালোএই তো আমার ব্রত প্রিয় এই তো আমার ব্রতযেন তোমারই পূজায় ক্ষয় হয়ে যায় এ প্রাণ ধূপের মত এই আমার ব্রতনা পাওয়ার ব্যথা আমার হৃদয়ে প্রেমের সুরভি ছড়ালোসেই তো আমার ভালো প্রিয় সেই তো আমার ভালোকথা – প্রণব রায়, সুর – কমল দাশগুপ্ত, কণ্ঠ – সন্ধ্যা মুখোপাধ্যায়,ছায়াছবি – ব্রতচারিণী","সন্ধ্যা মুখোপাধ্যায়,ছায়াছবি – ব্রতচারিণী"
মনে হলো যেন এই নিশি লগনে,আধুনিক বাংলা গান,"মনে হলো যেন এই নিশি লগনেচাঁদ হয়ে এলে তুমি মোর গগনে ॥
তাই বুঝি দখিনায় সুর বাঁশিতেমোর মনের সাগর জাগে তারই হাসিতে (গো)এল যেন ফাল্গুন ফুলের বনে ॥
চাঁদ তুমি ভীরু চাঁদ কত জাদু জানো যেআমি বুঝি না আমি বুঝি নাতবু কেন বাজে মোর গানের বীণা।
মনে যত আমি যত গান গেয়েছিওগো যত বার ধরা দিতে আমি চেয়েছিকাছে এসে সরে গেছ তুমি গোপনে ॥
কথা : আবু হেনা মোস্তফা কামাল, সুর : কাদের জামেরী, কণ্ঠ : ফেরদৌসী রহমান,অভিনয় : চিত্রা সিনহা, চিত্রপরিচালক : মহীউদ্দিনমুভি : তোমার আমার (১০ নভেম্বর ১৯৬১)",আবু হেনা মোস্তফা কামাল
আমি চাইনা তোমার প্রেম (শুন্য করে গেলে আমায় হৃদয় ভেঙে দিয়ে),আধুনিক বাংলা গান,"শুন্য করে গেলে আমায় হৃদয় ভেঙে দিয়ে
স্বপ্নভরা দু\’চোখ আমার অন্ধ করে গেলে
কিছুই তো নেই অবশেষ, হারানোর ভয় কি আজ…
আমি চাইনা তোমার প্রেম, আমি চাইনা তোমাকে…
স্মৃতির ধূলোয় ওড়ে তোমার স্মৃতি ভুলেও ভাবিনি
হারানো বিকেলের গল্পগুলি ভুলতে চেয়েছি
ক্ষয়ে যাওয়া সেই ক্ষণগুলোর প্রয়োজন বল কি আজ…
নিবিড় আলিঙ্গনে কিসের ব্যাঘাত একটুও বুঝিনি
সুখের আকাশটা দুঃখের বরষা হবে ভাবিনি
চাওয়া পাওয়ার হিসেবগুলোর  প্রয়োজন বলো কি আজ…",পার্থ বড়ুয়া
যদি ভূল করে তোমাকে চাই (আমিও মানুষ),আধুনিক বাংলা গান,"যদি ভূল করে তোমাকে চাই
বলো আমার কি দোষ
যদি মন ভালোবাসে তোমায়
বলি আমিও মানুষ ।।
প্রিয়া ক্ষমা করো আমাকে
পারিনি ভূলে যেতে তোমাকে।
আমার কি দোষ আমি তো মানুষ
শুধু কষ্ট কে সাথী করে
ভেবেছি চলে যাব বহু দূরে।।
তবু মন পিছু ফিরে চায়।
আমার কি দোষ আমি তো মানুষ
শুধু সৃত্মিগুলো রেখো সাথে
কখনো যদি আমায় মনে পড়ে
তবু মন পিছু ফিরে চায়।
আমার কি দোষ আমি তো মানুষ","আইয়ুব বাচ্চু, সৈয়দ আওলাদ"
দয়াল চাঁন্দের হাট বাজারে প্রেম বিকাইতে চল্,ফোক গান,দয়াল চাঁন্দের হাট বাজারেপ্রেম বিকাইতে চল্তোরা প্রেম নে প্রেম নেহরি নাম বল্।।হরি নামে ভাঙরে তালাটান রে হাতে বলশ্রেষ্ঠ তোরাই মূর্খ তোরাইতোরাই মানব কল।।হরি নামের হাট বাজারেআছে গোলাপ জলজল কিনিতে সুধা পাবিবুঝবি না রে মূল।।কেবা হরি কিবা প্রেমকিবা গোলাপ জলসুধার ব্যাপার জানতেআপনারে বল।।কয় ভাবিয়া নাঈম মিয়াশুনরে মানব দলতোর মাঝেতেই দয়ালের হাটসেই হাটে দে টহল।।,নাঈম মিয়া
তারার চোখে ঘুম নেমেছে রাতও ঘুমায় ঐ,আধুনিক বাংলা গান,"তারার চোখে ঘুম নেমেছে
রাতও ঘুমায় ঐ
খুঁজি তোমায় চাঁদ যে শুধায়
হায় গো তুমি কই।
জানিনা কে কাঁদায় মোরে,
মালা কেন যায় গো ঝরে
তবুও আমি বাসরে একা একা জেগে রই।
করায় পাতা ব্যাকুল বাতাস
বকুল বনে গো,
আহা তার সেই হাহাকার
বাজে মনে গো।
বুঝিনা তো কি যে ভেবে","গৌরীপ্রসন্ন মজুমদার, শ্যামল মিত্র"
জন্মভূমি,আধুনিক বাংলা গান,"কাজের শেষে ঘরে ফেরা মানুষ
দিনের শেষে ঘরে ফিরে চলে
সূর্য তখন অস্ত গেছে বুঝি
পাখিরা সব ওড়ে দলে দলে|
একদিন, এক সন্ধ্যারাতে আমি
তোমায় দেখে ভেবেছিলাম, জেনো,
ও কাজের শেষে ঘরে ফেরা মানুষ
তুমি আমার মুখের গল্পরেখা চেনো|
ক্লান্ত ডানা গুটিয়ে রেখে তুমি
গাড়ির ভিড়ে একলা বসে আছ
আবার যখন চোখ তুলেছি আমি
দেখি কোথায় তুমি হারিয়ে যেন গেছ|
হয়তো …
হয়তো তুমি ভিড়ের মধ্যে থাকো
অনেক মানুষ অনেক রকম মায়া
এক আধ ঝলক ঘরে ফেরার স্রোতে
ক্লান্ত শ্রান্ত কালো মুখে ছায়া|
তুমি হয়তো গানের শরীর হবে
ভিড়ের কোণে গুটিয়ে থাকো তুমি
এই শহরে তোমার মুখে আমি
দেখি আমি আমার জন্মভূমি|
তুমি আমার গানের শরীর হবে
ভিড়ের কোণে গুটিয়ে থাকো তুমি
এই প্রবাসে তোমার মুখে আমি
দেখি আমি আমার জন্মভূমি|
হয়তো …",মৌসুমী ভৌমিক
মন আইন মাফিক নিরিখ দিতে ভাবো কি,ফোক গান,"মন আইন মাফিক নিরিখ দিতে ভাবো কি।
কাল-শমন এলে হবে কি।।
           ভাবিতে দিন আখের হল,
           ষোল আনা বাকি প’ল,
           কি আলস্য ঘিরে এল,
                      দেখ্‌লি নে খুলে আঁখি।।
           নিষ্কামী নির্বিকার১ হলে,
           জীয়ন্তে২ মরে যোগ সাধিলে 
           তবে খাতায় ওয়াশিল৩ পাবে,
                      নইলে উপায় কই দেখি।।
           শুদ্ধ মনে সকলি হয়,
           তাও তো এবার জোটিল না তোমায়,৪
           লালন বলে, করবি হায় হায়,
                      ছেড়ে গেলে প্রাণ-পাখি।।


শ্রী রবীন্দ্রনাথ ঠাকুর, ‘লালন ফকিরের গান’, প্রবাসী, মাঘ ১৩২২
কথান্তরঃ 
           ১. নির্বিচার;
           ২. জেন্তে;
           ৩. উশুল;
           ৪. তত্ত্বে তো এবার জোটে না তোমায়।
লালন ফকিরঃ কবি ও কাব্য, পৃ. ১৩৬ (?)",লালন ফকির
কত মায়ে কান্দে পুত্রহারা হইয়া রে,ফোক গান,"কত মায়ে কান্দে পুত্রহারা হইয়া রে-–বুকে ব্যথা পাইয়া কত মায়ে কান্দে পুত্রহারা হইয়া ॥ভাই রে ভাই, পাঞ্জাবি শোষকের দলে স্বার্থসিদ্ধি করবে বলেবাঙালিরে ধর্মের ভাওতা দিয়া তেইশ বৎসর করিল শোষণ স্বার্থের আঘাত পড়ল যখন এজিদের মতন গেল হইয়া রে-–বুকে ব্যথা পাইয়া ॥ ভাই রে ভাই, শোষকের দল বড় পাষাণ কাজে তার দিয়াছে প্রমাণ বেকুফ-নাদান স্বার্থের লাগিয়া।লাখো লাখো বাঙালিরে অন্যায়ভাবে হত্যা করে মায়ের কোলে শিশু মারে বুলেট-গ্রেনেট দিয়া রে-–বুকে ব্যথা পাইয়া ॥ ভাই রে ভাই, ছেড়ে দাও ভয়ভীতি একে অন্যের হয়ে সাথি ধরো অস্ত্র জয়বাংলা বলিয়া আছেন প্রভু দয়াময় আমাদের জয় সুনিশ্চয় বাউল আবদুল করিমে কয় শোকাকুল হইয়া রে–-বুকে ব্যথা পাইয়া ॥",শাহ আব্দুল করিম
পিচ ঢালা এই পথটারে ভালোবেসেছি,আধুনিক বাংলা গান,"পিচ ঢালা এই পথটারে ভালোবেসেছি
তার সাথে এই মনটারে বেঁধে নিয়েছি
রঙ ভরা এই শহরে যতই দেখেছি
গোলক ধাঁধার চক্করে ততই পড়েছি।।
সারি সারি জনতার এই যে ভীড়ে
কেউ তো কারো পানে দেখো চায় না ফিরে
তাইতো আমি ভাই এই ভাবটাকে চালাই
এপার ওপার করে শুধু পালিয়ে বেড়াই।
দিন যায় রাত যায় এমনি করে
অলিগলি পথ-ঘাট ঘুরে ঘুরে।।
ছোট ছোট মানুষের অন্ন কেড়ে
বড় বড় বাড়িগুলো উঠছে বেড়ে
তবুই যেথা যাই আরে নাই যে কোনো ঠাঁই
বেঁচে থাকার তরে শুধু নগদ কিছু চাই।
দিন যায় রাত যায় এমনি করে
অলিগলি পথ-ঘাট ঘুরে ঘুরে।।
[গানটি গেয়েছেন আব্দুল জব্বার]",আব্দুল জব্বার
রঞ্জনা,আধুনিক বাংলা গান,"পাড়ায় ঢুকলে ঠ্যাং খোড়া করে দেবো
বলেছে পাড়ার দাদারা
অন্যপাড়া দিয়ে যাচ্ছি তাই
রঞ্জনা আমি আর আসবো না ।।
ধর্ম আমার আমি নিজে বেছে নেইনি
পদবিতে ছিলো না যে হাত
মসজিদে যেতে হয় তাই জোর করে যাই
বচ্ছরে দু\’একবার ।।
বাংলায় সত্তর পাই আমি এক্সামে
ভালো লাগে খেতে ভাত মাছ
গাঁজা-সিগারেট আমি কোনটাই ছুঁইনা
পারিনা চড়তে কোন গাছ
চশমাটা খসে গেলে মুশকিলে পড়ি
দাদা আমি এখনো যে ইশকুলে পড়ি
কব্জির জোরে আমি পারবো না
পারবো না হতে আমি রোমিও
তাই দুপ্পুর বেলাতে ঘুমিও
আসতে হবে না আর বারান্দায়
রঞ্জনা আমি আর আসবো না ।।
বুঝবো কি করে আমি তোমার ঐ মেঝ দাদা
শুধু যে তোমার দাদা নয়
আরো কত দাদাগিরি কব্জির কারিগরি
করে তার দিন কেটে যায়।।
তাও যদি বলতাম হিন্দুর ছেলে আমি
নিলু বিলু কিম্বা নিতাই
মিথ্যে কথা আমি বলতে যে পারিনা
ভ্যাবা ভ্যাবা ভ্যাবাচ্যাকা খাই
সত্যিকারের প্রেম জানিনাতো কি সেটা
যাচ্ছে জমে হোম টাস্ক
লাগছে না ভালো আর মেট্রো-চ্যানেলটা
কান্না পাচ্ছে সারা রাত
হিন্দু কি জাপানী জানি না তো তুমি কি
জানে ঐ দাদাদের গ্যাং
সাইকেলটা আমি ছেড়ে দিতে রাজি আছি
পারবো না ছাড়তে এই ঠ্যাং
চশমাটা খসে গেলে মুশকিলে পড়ি
দাদা আমি এখনো যে ইশকুলে পড়ি
কব্জির জোরে আমি পারবো না
পারবো না হতে আমি রোমিও
তাই দুপ্পুর বেলাতে ঘুমিও
আসতে হবে না আর বারান্দায়
রঞ্জনা আমি আর আসবো না ।।",অঞ্জন দত্ত
আমি আঁধার আমি ছায়া আমি মবীচিকা মরুমায়া,আধুনিক বাংলা গান,"আমি আঁধার আমি ছায়া,আমি মবীচিকা মরুমায়া।(হায়) কোথা পাব পথ ঠিকানা কেউ না বলে।কাঁদে মোর প্রেম শুধুআলেয়ার ছলে।।বুকে মোর মরুতৃষা","গৌরীপ্রসন্ন মজুমদার, সন্ধ্যা মুখোপাধ্যায়, হেমন্ত মুখোপাধ্যায়"
আল্লা রসুল জপের গুণে কী হল দেখ চেয়ে,নজরুলগীতি,"আল্লা রসুল জপের গুণে কী হল দেখ চেয়ে।
সদাই ঈদের দিনের খুশিতে তোর পরান আছে ছেয়ে॥  
      আল্লার রহমত ঝরে  
      ঘরে বাইরে তোর উপরে,  
আল্লার রসুল হয়েছেন তোর জীবন-তরির নেয়ে॥ 
দুখে সুখে সমান খুশি, নাই ভাবনা ভয়,
(তুই) দুনিয়াদারি করিস, তবু আল্লাতে মন রয়।  
      মরণকে আর ভয় নাই তোর,  
      খোদার প্রেমে পরান বিভোর,
(এখন) তিনিই দেখেন তোর সংসার তোর ছেলেমেয়ে॥",কাজী নজরুল ইসলাম
তোমার কাছে এ বর মাগি,রবীন্দ্রসঙ্গীত,"তোমার কাছে এ বর মাগি,   মরণ হতে যেন জাগি
             গানের সুরে॥
যেমনি নয়ন মেলি যেন    মাতার স্তন্যসুধা-হেন
নবীন জীবন দেয় গো পুরে   গানের সুরে॥
           সেথায় তরু তৃণ যত
মাটির বাঁশি হতে ওঠে গানের মতো।
আলোক সেথা দেয় গো আনি
আকাশের আনন্দবাণী,
হৃদয়্মাঝে বেড়ায় ঘুরে   গানের সুরে॥",রবীন্দ্রনাথ ঠাকুর
পথ চলিতে যদি চকিতে,নজরুলগীতি,"বারোয়াঁ-মিশ্র কাহারবা
পথ চলিতে যদি চকিতে
কভু দেখা হয়, পরান-প্রিয়!
চাহিতে যেমন আগের দিনে
তেমনই মদির-চোখে চাহিয়ো॥
যদি গো সেদিন চোখে আসে জল,
লুকাতে সে-জল করিয়ো না ছল,
যে প্রিয়-নামে ডাকিতে মোরে
সে-নাম ধরে বারেক ডাকিয়ো॥
তোমার বঁধু পাশে যদি রয়,
মোর-ও প্রিয় সে, করিয়ো না ভয়,
কহিব তারে, ‘আমার প্রিয়ারে
আমারও অধিক ভালোবাসিয়ো’।
বিরহ-বিধুর মোরে হেরিয়া
ব্যথা যদি পাও, যাব সরিয়া,
রব না হয়ে পথের কাঁটা,
মাগিব এ বর – মোরে ভুলিয়ো॥",কাজী নজরুল ইসলাম
"চরণধ্বনি শুনি তব, নাথ, জীবনতীরে",রবীন্দ্রসঙ্গীত,"চরণধ্বনি শুনি তব, নাথ, জীবনতীরে
কত নীরব নির্জনে কত মধুসমীরে ॥
গগনে গ্রহতারাচয়   অনিমেষে চাহি রয়,
ভাবনাস্রোত হৃদয়ে বয়   ধীরে একান্তে ধীরে ॥
চাহিয়া রহে আঁখি মম   তৃষ্ঞাতুর পাখিসম,
শ্রবণ রয়েছি মেলি চিত্তগভীরে--
কোন্‌ শুভপ্রাতে দাঁড়াবে হৃদিমাঝে,
ভুলিব সব দুঃখ সুখ ডুবিয়া আনন্দনীরে ॥",রবীন্দ্রনাথ ঠাকুর
জানি তোমার প্রেমের যোগ্য আমিতো নই,আধুনিক বাংলা গান,জানি তোমার প্রেমের যোগ্য আমিতো নই,"গৌরীপ্রসন্ন মজুমদার, মান্না দে"
শুভ কর্মপথে ধর’ নির্ভয় গান,রবীন্দ্রসঙ্গীত,"শুভ     কর্মপথে ধর’ নির্ভয় গান।
সব      দুর্বল সংশয় হোক অবসান।
চির-    শক্তির নির্ঝর নিত্য ঝরে
লহ’          সে অভিষেক ললাট’পরে।
তব     জাগ্রত নির্মল নূতন প্রাণ
ত্যাগব্রতে নিক দীক্ষা,
বিঘ্ন হতে নিক শিক্ষা",রবীন্দ্রনাথ ঠাকুর
আমার প্রেমের তরী বইয়া চলে,আধুনিক বাংলা গান,"আমার প্রেমের তরী বইয়া চলে
প্রেমের বৈঠা ধইরা
যারে নাইয়া যে দিক খুশি
পিরীতের পাল তুইলা
আমার মন মানষী বইসা আছে
প্রেমের﻿ বৈঠা ধইরা
যারে নাইয়া, যেদিক খুশি
পিরীতের পাল তুইলা
বাঁশরীয়া ছাড়া বাঁশি
সুর ধরে না
তুমি আমার মনের বাঁশি
আমি বাঁশরীয়া
ঐ না আকাশ কুলে যেমন
মেঘ উইড়া যায়
তেমনি তোমার মন পিঞ্জরায়
দুলাইয়ো আমায়",ফেরদৌস ওয়াহিদ
দোলনচাঁপার শাখে দোলনা বেঁধে দুলিব,আধুনিক বাংলা গান,"দোলনচাঁপার শাখে
দোলনা বেঁধে দুলিব,
মোরা দুলিব দুজনে মিলে ;
দুটি মরাল সম দোঁহে
সাঁতার দেব
নীল শালুকের ঝিলে |
জোছনায় বনতরুতলে
রচিব শয়ন ফুলদলে",তপন সিংহ
খোলো খোলো খোলো গো দুয়ার,নজরুলগীতি,"৯
      (পালঙ্কের গান)
      আড়ানা-কাওয়ালি


খোলো খোলো খোলো গো দুয়ার।
নীল ছাপিয়া এল চাঁদের জোয়ার॥


সঙ্কেত-বাঁশরি বনে বনে বাজে
      মনে মনে বাজে
সাজিয়াছে ধরণী অভিসার-সাজে।
নাগর-দোলায় দুলে সাগর পাথার॥
 
জেগে উ'ঠে কাননে ডেকে ওঠে পাখি
      চোখ গেল, চোখ গেল, চোখ গেল!
অসহ রূপের দাহে ঝলসি' গেল আঁখি,
      চোখ গেল, চোখ গেল, চোখ গেল!
 
    ঘুমন্ত যৌবন, তনু, মন, জাগো!
    সুন্দরী, সুন্দর-পরশন মাগো।
    চল বিরহিণী অভিসারে বঁধুয়ার॥",কাজী নজরুল ইসলাম
আজ হৃদয়ে ভালোবেসে,আধুনিক বাংলা গান,"আজ হৃদয়ে ভালোবেসে লিখে দিলে নাম তুমি এসেযেন সাগরে মেশে ভরে দিলে মন তুমি এসে
শেষ না হয় আবেশ মন সেই তো চায়নিশিদিন স্বপ্ন মোর দেখে শুধুই যায়মন চায় যারে পায় তারে এ আঁধারেশোন জীবনে বধূর বেশে লিখে দিলে নাম তুমি এসেযেন সাগরে মেশে ভরে দিলে মন তুমি এসে
কতো যে আলো ভরা সুদূর গগনেআক এলে কাছে ওগো এ শুভ লগনেসুর যে জাগে অনুরাগে দোলা লাগেযায় দূরে মোর এ মন ভেসেময়ূরপঙ্খীতে যে দূর দেশে
মিলন পিয়াসে চেয়েছি ও মন যেসে তো মোর সাধনাতে পেয়েছি ও মন যেআঁখি আঁখি পাতে মধুরাতে এক সাথেডেকে নাও কাছে তুমি হেসেমন নাও আরও কাছে এসে
শিল্পী : কিশোর কুমার, লতা মঙ্গেশকর",Unknown
উপরোধে কাজ দেখ রে ভাই,ফোক গান,"উপরোধে কাজ দেখ রে ভাই,
ঢেঁকি গেলার মতো।
ও রে তা যায় না গেলা
ওলা গলা ফেড়ে হয় সে হত৷
মনটা যাতে রাজি হয়
প্রাণটা তাতে আপনি যায়
পাথর দেখে শোলার মতো।
আবার বেগার ঠেলা
ঢেঁকি গেলা
টাকশালে সই নাই তো।
মুচির চাম-কেটোতে গঙ্গা মা
কোন গুণে যায় দেখ না
কেউ ফুল দিও পায় না তো।
মন যাতে নয়
পূজলে কি হয়
ফুল দিয়ে শত শত ৷
যার মনে যা লাগে ভাই
করুক করুক তাই
তার গোল কেন আর এতো।
লালন বলে,
লাথিয়ে পাকালে
সে ফল কি হয় মিঠো।।",লালন ফকির
